name,email,phone,location,total_spent,order_count,level,created_at,last_purchase_at
Customer_0056,customer0056@example.com,0900000056,Hue,79970352,157,gold,2024-05-28T00:00:00,2024-10-09T10:00:00
Customer_0057,customer0057@example.com,0900000057,NhaTrang,66330823,23,gold,2024-06-25T00:00:00,2025-02-07T10:00:00
Customer_0058,customer0058@example.com,0900000058,VungTau,68930199,221,gold,2023-08-13T00:00:00,2024-06-04T10:00:00
Customer_0059,customer0059@example.com,0900000059,BinhDuong,52337449,212,gold,2024-12-06T00:00:00,2024-05-03T10:00:00
Customer_0060,customer0060@example.com,0900000060,BacNinh,78102832,156,gold,2025-07-16T00:00:00,2025-03-14T10:00:00
Customer_0061,customer0061@example.com,0900000061,HaNoi,57466988,221,gold,2025-02-16T00:00:00,2024-09-04T10:00:00
Customer_0062,customer0062@example.com,0900000062,HoChiMinh,50867757,243,gold,2025-11-01T00:00:00,2025-01-05T10:00:00
Customer_0063,customer0063@example.com,0900000063,DaNang,57979577,23,gold,2023-01-12T00:00:00,2025-01-29T10:00:00
Customer_0064,customer0064@example.com,0900000064,HaiPhong,75730069,169,gold,2025-03-03T00:00:00,2024-08-17T10:00:00
Customer_0065,customer0065@example.com,0900000065,CanTho,53696613,96,gold,2025-06-15T00:00:00,2025-02-06T10:00:00
Customer_0066,customer0066@example.com,0900000066,Hue,71820032,176,gold,2024-09-22T00:00:00,2025-01-25T10:00:00
Customer_0067,customer0067@example.com,0900000067,NhaTrang,66953284,75,gold,2024-08-13T00:00:00,2024-06-28T10:00:00
Customer_0068,customer0068@example.com,0900000068,VungTau,52257146,215,gold,2023-03-10T00:00:00,2024-06-13T10:00:00
Customer_0069,customer0069@example.com,0900000069,BinhDuong,55607611,182,gold,2025-06-25T00:00:00,2025-09-15T10:00:00
Customer_0070,customer0070@example.com,0900000070,BacNinh,75061965,180,gold,2023-06-20T00:00:00,2025-11-21T10:00:00
Customer_0071,customer0071@example.com,0900000071,HaNoi,78904216,60,gold,2025-12-15T00:00:00,2024-09-05T10:00:00
Customer_0072,customer0072@example.com,0900000072,HoChiMinh,58804621,137,gold,2024-10-07T00:00:00,2024-08-08T10:00:00
Customer_0073,customer0073@example.com,0900000073,DaNang,57897720,158,gold,2023-11-02T00:00:00,2025-01-25T10:00:00
Customer_0074,customer0074@example.com,0900000074,HaiPhong,68285438,127,gold,2025-07-28T00:00:00,2025-12-01T10:00:00
Customer_0075,customer0075@example.com,0900000075,CanTho,65399061,87,gold,2023-11-21T00:00:00,2024-04-26T10:00:00
Customer_0076,customer0076@example.com,0900000076,Hue,64901303,143,gold,2023-12-13T00:00:00,2024-11-12T10:00:00
Customer_0077,customer0077@example.com,0900000077,NhaTrang,54203382,80,gold,2023-11-12T00:00:00,2024-11-19T10:00:00
Customer_0078,customer0078@example.com,0900000078,VungTau,51534281,226,gold,2024-10-07T00:00:00,2024-12-05T10:00:00
Customer_0079,customer0079@example.com,0900000079,BinhDuong,50028558,226,gold,2024-10-01T00:00:00,2024-04-15T10:00:00
Customer_0080,customer0080@example.com,0900000080,BacNinh,66037041,239,gold,2024-01-30T00:00:00,2025-12-22T10:00:00
Customer_0081,customer0081@example.com,0900000081,HaNoi,70153611,240,gold,2025-04-12T00:00:00,2025-07-30T10:00:00
Customer_0082,customer0082@example.com,0900000082,HoChiMinh,69662765,40,gold,2025-07-22T00:00:00,2024-01-02T10:00:00
Customer_0083,customer0083@example.com,0900000083,DaNang,64884446,185,gold,2023-01-24T00:00:00,2025-01-31T10:00:00
Customer_0084,customer0084@example.com,0900000084,HaiPhong,52584111,245,gold,2023-12-05T00:00:00,2024-06-21T10:00:00
Customer_0085,customer0085@example.com,0900000085,CanTho,78375236,117,gold,2023-07-20T00:00:00,2025-07-09T10:00:00
Customer_0086,customer0086@example.com,0900000086,Hue,54107920,17,gold,2025-07-02T00:00:00,2024-05-12T10:00:00
Customer_0087,customer0087@example.com,0900000087,NhaTrang,75158564,35,gold,2024-09-09T00:00:00,2024-10-16T10:00:00
Customer_0088,customer0088@example.com,0900000088,VungTau,75133516,144,gold,2023-06-26T00:00:00,2024-06-18T10:00:00
Customer_0089,customer0089@example.com,0900000089,BinhDuong,61138355,85,gold,2024-12-09T00:00:00,2024-04-09T10:00:00
Customer_0090,customer0090@example.com,0900000090,BacNinh,68244158,131,gold,2025-12-20T00:00:00,2024-06-15T10:00:00
Customer_0091,customer0091@example.com,0900000091,HaNoi,65061620,82,gold,2025-09-24T00:00:00,2025-01-20T10:00:00
Customer_0092,customer0092@example.com,0900000092,HoChiMinh,53283750,220,gold,2024-07-02T00:00:00,2024-12-25T10:00:00
Customer_0093,customer0093@example.com,0900000093,DaNang,73193447,156,gold,2023-12-29T00:00:00,2025-05-19T10:00:00
Customer_0094,customer0094@example.com,0900000094,HaiPhong,71137283,121,gold,2023-07-01T00:00:00,2024-09-22T10:00:00
Customer_0095,customer0095@example.com,0900000095,CanTho,54106469,166,gold,2025-02-05T00:00:00,2025-12-06T10:00:00
Customer_0096,customer0096@example.com,0900000096,Hue,54871004,232,gold,2024-11-17T00:00:00,2025-01-05T10:00:00
Customer_0097,customer0097@example.com,0900000097,NhaTrang,56606056,129,gold,2025-01-28T00:00:00,2025-04-22T10:00:00
Customer_0098,customer0098@example.com,0900000098,VungTau,63613594,127,gold,2024-07-31T00:00:00,2025-05-20T10:00:00
Customer_0099,customer0099@example.com,0900000099,BinhDuong,59306627,151,gold,2023-04-27T00:00:00,2025-10-09T10:00:00
Customer_0100,customer0100@example.com,0900000100,BacNinh,56787766,93,gold,2025-10-31T00:00:00,2025-04-14T10:00:00
Customer_0101,customer0101@example.com,0900000101,HaNoi,55108230,249,gold,2025-08-11T00:00:00,2024-11-26T10:00:00
Customer_0102,customer0102@example.com,0900000102,HoChiMinh,75443370,66,gold,2025-03-02T00:00:00,2024-07-27T10:00:00
Customer_0103,customer0103@example.com,0900000103,DaNang,79003401,174,gold,2023-10-22T00:00:00,2024-10-08T10:00:00
Customer_0104,customer0104@example.com,0900000104,HaiPhong,65347616,185,gold,2024-09-04T00:00:00,2025-05-17T10:00:00
Customer_0105,customer0105@example.com,0900000105,CanTho,73013248,3,gold,2025-02-02T00:00:00,2025-04-12T10:00:00
Customer_0106,customer0106@example.com,0900000106,Hue,62339639,191,gold,2025-06-14T00:00:00,2025-05-06T10:00:00
Customer_0107,customer0107@example.com,0900000107,NhaTrang,71200202,237,gold,2023-11-01T00:00:00,2025-03-14T10:00:00
Customer_0108,customer0108@example.com,0900000108,VungTau,61276434,167,gold,2024-05-26T00:00:00,2025-03-07T10:00:00
Customer_0109,customer0109@example.com,0900000109,BinhDuong,63943104,98,gold,2023-05-11T00:00:00,2025-09-13T10:00:00
Customer_0110,customer0110@example.com,0900000110,BacNinh,53495914,232,gold,2025-02-23T00:00:00,2025-03-22T10:00:00
Customer_0111,customer0111@example.com,0900000111,HaNoi,51032591,86,gold,2024-02-17T00:00:00,2025-02-12T10:00:00
Customer_0112,customer0112@example.com,0900000112,HoChiMinh,55674644,222,gold,2023-03-15T00:00:00,2025-12-09T10:00:00
Customer_0113,customer0113@example.com,0900000113,DaNang,74413014,193,gold,2025-09-29T00:00:00,2025-08-06T10:00:00
Customer_0114,customer0114@example.com,0900000114,HaiPhong,76561313,191,gold,2025-12-20T00:00:00,2025-04-04T10:00:00
Customer_0115,customer0115@example.com,0900000115,CanTho,59708886,133,gold,2023-10-20T00:00:00,2025-03-31T10:00:00
Customer_0116,customer0116@example.com,0900000116,Hue,51517010,224,gold,2023-01-17T00:00:00,2024-05-24T10:00:00
Customer_0117,customer0117@example.com,0900000117,NhaTrang,72986619,204,gold,2025-07-23T00:00:00,2025-05-31T10:00:00
Customer_0118,customer0118@example.com,0900000118,VungTau,54509464,152,gold,2023-09-14T00:00:00,2025-07-26T10:00:00
Customer_0119,customer0119@example.com,0900000119,BinhDuong,67579752,67,gold,2024-08-15T00:00:00,2025-11-26T10:00:00
Customer_0120,customer0120@example.com,0900000120,BacNinh,79979160,24,gold,2024-03-24T00:00:00,2025-11-15T10:00:00
Customer_0121,customer0121@example.com,0900000121,HaNoi,72016754,56,gold,2025-11-20T00:00:00,2025-08-14T10:00:00
Customer_0122,customer0122@example.com,0900000122,HoChiMinh,52085963,114,gold,2023-03-02T00:00:00,2025-04-10T10:00:00
Customer_0123,customer0123@example.com,0900000123,DaNang,58540230,219,gold,2024-04-15T00:00:00,2025-08-30T10:00:00
Customer_0124,customer0124@example.com,0900000124,HaiPhong,63953884,50,gold,2024-04-10T00:00:00,2025-02-09T10:00:00
Customer_0125,customer0125@example.com,0900000125,CanTho,57864487,112,gold,2023-03-24T00:00:00,2025-10-14T10:00:00
Customer_0126,customer0126@example.com,0900000126,Hue,59667089,162,gold,2024-01-31T00:00:00,2025-09-07T10:00:00
Customer_0127,customer0127@example.com,0900000127,NhaTrang,70173867,216,gold,2024-05-16T00:00:00,2024-10-28T10:00:00
Customer_0128,customer0128@example.com,0900000128,VungTau,56317494,198,gold,2024-10-21T00:00:00,2024-04-06T10:00:00
Customer_0129,customer0129@example.com,0900000129,BinhDuong,51013548,93,gold,2025-09-27T00:00:00,2024-07-26T10:00:00
Customer_0130,customer0130@example.com,0900000130,BacNinh,56618778,144,gold,2023-06-27T00:00:00,2025-05-27T10:00:00
Customer_0131,customer0131@example.com,0900000131,HaNoi,73803459,8,gold,2024-06-18T00:00:00,2024-07-29T10:00:00
Customer_0132,customer0132@example.com,0900000132,HoChiMinh,56516505,239,gold,2024-12-04T00:00:00,2024-03-03T10:00:00
Customer_0133,customer0133@example.com,0900000133,DaNang,71766982,88,gold,2025-06-29T00:00:00,2024-11-14T10:00:00
Customer_0134,customer0134@example.com,0900000134,HaiPhong,61884787,233,gold,2024-10-06T00:00:00,2024-01-17T10:00:00
Customer_0135,customer0135@example.com,0900000135,CanTho,54869732,203,gold,2023-04-13T00:00:00,2024-11-17T10:00:00
Customer_0136,customer0136@example.com,0900000136,Hue,71551927,111,gold,2023-09-17T00:00:00,2025-03-09T10:00:00
Customer_0137,customer0137@example.com,0900000137,NhaTrang,57939429,208,gold,2024-04-06T00:00:00,2025-06-05T10:00:00
Customer_0138,customer0138@example.com,0900000138,VungTau,58582216,6,gold,2024-05-16T00:00:00,2025-12-24T10:00:00
Customer_0139,customer0139@example.com,0900000139,BinhDuong,60575004,199,gold,2023-11-19T00:00:00,2025-06-04T10:00:00
Customer_0140,customer0140@example.com,0900000140,BacNinh,53007731,241,gold,2025-08-05T00:00:00,2025-04-25T10:00:00
Customer_0141,customer0141@example.com,0900000141,HaNoi,55313683,59,gold,2025-11-08T00:00:00,2025-12-03T10:00:00
Customer_0142,customer0142@example.com,0900000142,HoChiMinh,69486510,51,gold,2023-07-31T00:00:00,2024-06-16T10:00:00
Customer_0143,customer0143@example.com,0900000143,DaNang,56360149,225,gold,2025-05-07T00:00:00,2025-10-29T10:00:00
Customer_0144,customer0144@example.com,0900000144,HaiPhong,62487504,139,gold,2023-06-13T00:00:00,2024-05-05T10:00:00
Customer_0145,customer0145@example.com,0900000145,CanTho,68581507,164,gold,2025-11-20T00:00:00,2024-09-28T10:00:00
Customer_0146,customer0146@example.com,0900000146,Hue,66682921,86,gold,2024-01-17T00:00:00,2024-02-16T10:00:00
Customer_0147,customer0147@example.com,0900000147,NhaTrang,58530295,38,gold,2023-07-05T00:00:00,2025-10-05T10:00:00
Customer_0148,customer0148@example.com,0900000148,VungTau,61866829,239,gold,2025-05-20T00:00:00,2025-04-21T10:00:00
Customer_0149,customer0149@example.com,0900000149,BinhDuong,56662105,33,gold,2023-10-17T00:00:00,2025-12-03T10:00:00
Customer_0150,customer0150@example.com,0900000150,BacNinh,50962197,92,gold,2025-01-03T00:00:00,2024-09-24T10:00:00
Customer_0151,customer0151@example.com,0900000151,HaNoi,77527619,106,gold,2024-10-14T00:00:00,2024-09-05T10:00:00
Customer_0152,customer0152@example.com,0900000152,HoChiMinh,69181932,139,gold,2024-02-12T00:00:00,2025-11-27T10:00:00
Customer_0153,customer0153@example.com,0900000153,DaNang,70565994,178,gold,2023-12-10T00:00:00,2024-09-27T10:00:00
Customer_0154,customer0154@example.com,0900000154,HaiPhong,67144128,166,gold,2024-12-25T00:00:00,2024-09-08T10:00:00
Customer_0155,customer0155@example.com,0900000155,CanTho,77766814,112,gold,2023-08-05T00:00:00,2024-02-15T10:00:00
Customer_0156,customer0156@example.com,0900000156,Hue,56539404,187,gold,2025-05-25T00:00:00,2024-12-30T10:00:00
Customer_0157,customer0157@example.com,0900000157,NhaTrang,68300314,245,gold,2023-05-21T00:00:00,2024-12-18T10:00:00
Customer_0158,customer0158@example.com,0900000158,VungTau,69869466,189,gold,2023-04-15T00:00:00,2025-02-21T10:00:00
Customer_0159,customer0159@example.com,0900000159,BinhDuong,54536937,171,gold,2025-10-27T00:00:00,2024-01-06T10:00:00
Customer_0160,customer0160@example.com,0900000160,BacNinh,78927486,101,gold,2024-03-03T00:00:00,2024-08-14T10:00:00
Customer_0161,customer0161@example.com,0900000161,HaNoi,56992559,40,gold,2025-09-27T00:00:00,2024-06-14T10:00:00
Customer_0162,customer0162@example.com,0900000162,HoChiMinh,78259807,154,gold,2023-01-15T00:00:00,2025-07-03T10:00:00
Customer_0163,customer0163@example.com,0900000163,DaNang,50358938,53,gold,2025-07-03T00:00:00,2024-04-30T10:00:00
Customer_0164,customer0164@example.com,0900000164,HaiPhong,63432270,215,gold,2024-04-06T00:00:00,2025-08-13T10:00:00
Customer_0165,customer0165@example.com,0900000165,CanTho,55047102,142,gold,2023-07-12T00:00:00,2025-01-25T10:00:00
Customer_0166,customer0166@example.com,0900000166,Hue,65335786,203,gold,2023-04-06T00:00:00,2024-04-11T10:00:00
Customer_0167,customer0167@example.com,0900000167,NhaTrang,64497660,223,gold,2024-07-15T00:00:00,2024-04-28T10:00:00
Customer_0168,customer0168@example.com,0900000168,VungTau,74518944,208,gold,2024-12-27T00:00:00,2025-03-23T10:00:00
Customer_0169,customer0169@example.com,0900000169,BinhDuong,67330530,58,gold,2023-11-04T00:00:00,2024-09-26T10:00:00
Customer_0170,customer0170@example.com,0900000170,BacNinh,75383191,99,gold,2024-08-12T00:00:00,2025-11-16T10:00:00
Customer_0171,customer0171@example.com,0900000171,HaNoi,77825087,99,gold,2023-10-20T00:00:00,2025-01-10T10:00:00
Customer_0172,customer0172@example.com,0900000172,HoChiMinh,66773493,8,gold,2023-12-16T00:00:00,2025-07-10T10:00:00
Customer_0173,customer0173@example.com,0900000173,DaNang,57206961,109,gold,2024-11-11T00:00:00,2025-08-13T10:00:00
Customer_0174,customer0174@example.com,0900000174,HaiPhong,74380137,89,gold,2023-11-02T00:00:00,2024-09-28T10:00:00
Customer_0175,customer0175@example.com,0900000175,CanTho,54009108,163,gold,2025-03-09T00:00:00,2025-10-09T10:00:00
Customer_0176,customer0176@example.com,0900000176,Hue,54826944,175,gold,2024-04-20T00:00:00,2025-02-06T10:00:00
Customer_0177,customer0177@example.com,0900000177,NhaTrang,72709856,147,gold,2024-06-16T00:00:00,2024-03-07T10:00:00
Customer_0178,customer0178@example.com,0900000178,VungTau,69710540,123,gold,2025-10-21T00:00:00,2024-05-25T10:00:00
Customer_0179,customer0179@example.com,0900000179,BinhDuong,77366638,200,gold,2025-02-19T00:00:00,2025-04-21T10:00:00
Customer_0180,customer0180@example.com,0900000180,BacNinh,51671871,89,gold,2024-11-27T00:00:00,2025-03-29T10:00:00
Customer_0181,customer0181@example.com,0900000181,HaNoi,57141396,166,gold,2024-08-05T00:00:00,2025-03-11T10:00:00
Customer_0182,customer0182@example.com,0900000182,HoChiMinh,52786894,12,gold,2023-03-10T00:00:00,2025-04-30T10:00:00
Customer_0183,customer0183@example.com,0900000183,DaNang,59327942,18,gold,2025-12-21T00:00:00,2025-10-21T10:00:00
Customer_0184,customer0184@example.com,0900000184,HaiPhong,73935716,227,gold,2025-01-15T00:00:00,2025-11-30T10:00:00
Customer_0185,customer0185@example.com,0900000185,CanTho,52130347,122,gold,2024-01-09T00:00:00,2025-07-11T10:00:00
Customer_0186,customer0186@example.com,0900000186,Hue,60466720,53,gold,2025-02-26T00:00:00,2025-07-25T10:00:00
Customer_0187,customer0187@example.com,0900000187,NhaTrang,66116324,120,gold,2025-01-10T00:00:00,2024-06-05T10:00:00
Customer_0188,customer0188@example.com,0900000188,VungTau,55461112,85,gold,2024-08-10T00:00:00,2024-06-18T10:00:00
Customer_0189,customer0189@example.com,0900000189,BinhDuong,76097185,19,gold,2023-11-25T00:00:00,2024-09-13T10:00:00
Customer_0190,customer0190@example.com,0900000190,BacNinh,70685564,6,gold,2024-11-18T00:00:00,2024-12-08T10:00:00
Customer_0191,customer0191@example.com,0900000191,HaNoi,67923035,12,gold,2024-01-17T00:00:00,2024-10-14T10:00:00
Customer_0192,customer0192@example.com,0900000192,HoChiMinh,75342101,234,gold,2025-02-09T00:00:00,2024-08-24T10:00:00
Customer_0193,customer0193@example.com,0900000193,DaNang,63050024,190,gold,2025-01-20T00:00:00,2024-01-10T10:00:00
Customer_0194,customer0194@example.com,0900000194,HaiPhong,50480679,203,gold,2025-03-08T00:00:00,2025-05-07T10:00:00
Customer_0195,customer0195@example.com,0900000195,CanTho,69434578,170,gold,2023-03-16T00:00:00,2025-02-06T10:00:00
Customer_0196,customer0196@example.com,0900000196,Hue,63237707,8,gold,2023-12-15T00:00:00,2025-07-15T10:00:00
Customer_0197,customer0197@example.com,0900000197,NhaTrang,54517226,185,gold,2024-10-10T00:00:00,2025-12-17T10:00:00
Customer_0198,customer0198@example.com,0900000198,VungTau,53190621,189,gold,2025-04-15T00:00:00,2024-03-23T10:00:00
Customer_0199,customer0199@example.com,0900000199,BinhDuong,72867215,240,gold,2024-06-12T00:00:00,2025-06-01T10:00:00
Customer_0200,customer0200@example.com,0900000200,BacNinh,60499500,206,gold,2023-02-05T00:00:00,2024-05-08T10:00:00
Customer_0201,customer0201@example.com,0900000201,HaNoi,45375542,143,silver,2025-12-24T00:00:00,2024-03-19T10:00:00
Customer_0202,customer0202@example.com,0900000202,HoChiMinh,48853814,181,silver,2024-08-05T00:00:00,2024-10-05T10:00:00
Customer_0203,customer0203@example.com,0900000203,DaNang,21448292,68,silver,2023-02-03T00:00:00,2024-09-04T10:00:00
Customer_0204,customer0204@example.com,0900000204,HaiPhong,49672870,41,silver,2024-06-12T00:00:00,2024-04-23T10:00:00
Customer_0205,customer0205@example.com,0900000205,CanTho,38167240,172,silver,2024-01-04T00:00:00,2025-08-17T10:00:00
Customer_0206,customer0206@example.com,0900000206,Hue,35436019,171,silver,2024-12-23T00:00:00,2024-08-22T10:00:00
Customer_0207,customer0207@example.com,0900000207,NhaTrang,44916572,219,silver,2025-03-20T00:00:00,2024-11-15T10:00:00
Customer_0208,customer0208@example.com,0900000208,VungTau,38345553,134,silver,2024-02-25T00:00:00,2024-10-23T10:00:00
Customer_0209,customer0209@example.com,0900000209,BinhDuong,48478146,38,silver,2025-07-15T00:00:00,2025-06-22T10:00:00
Customer_0210,customer0210@example.com,0900000210,BacNinh,20327000,39,silver,2024-11-27T00:00:00,2025-08-20T10:00:00
Customer_0211,customer0211@example.com,0900000211,HaNoi,40970047,187,silver,2024-09-17T00:00:00,2024-05-09T10:00:00
Customer_0212,customer0212@example.com,0900000212,HoChiMinh,39959852,62,silver,2025-07-27T00:00:00,2024-07-17T10:00:00
Customer_0213,customer0213@example.com,0900000213,DaNang,42093682,218,silver,2023-03-17T00:00:00,2024-01-31T10:00:00
Customer_0214,customer0214@example.com,0900000214,HaiPhong,37791898,32,silver,2023-09-29T00:00:00,2024-07-26T10:00:00
Customer_0215,customer0215@example.com,0900000215,CanTho,26631834,248,silver,2025-10-14T00:00:00,2024-12-23T10:00:00
Customer_0216,customer0216@example.com,0900000216,Hue,29117002,195,silver,2024-08-26T00:00:00,2024-02-13T10:00:00
Customer_0217,customer0217@example.com,0900000217,NhaTrang,46279768,186,silver,2025-09-18T00:00:00,2024-11-05T10:00:00
Customer_0218,customer0218@example.com,0900000218,VungTau,33350675,202,silver,2025-01-22T00:00:00,2024-03-02T10:00:00
Customer_0219,customer0219@example.com,0900000219,BinhDuong,32811886,2,silver,2025-09-23T00:00:00,2024-03-14T10:00:00
Customer_0220,customer0220@example.com,0900000220,BacNinh,29698418,114,silver,2023-11-21T00:00:00,2025-03-11T10:00:00
Customer_0221,customer0221@example.com,0900000221,HaNoi,27557610,192,silver,2025-10-06T00:00:00,2024-09-30T10:00:00
Customer_0222,customer0222@example.com,0900000222,HoChiMinh,40503755,205,silver,2024-02-04T00:00:00,2025-04-11T10:00:00
Customer_0223,customer0223@example.com,0900000223,DaNang,31105104,118,silver,2023-02-20T00:00:00,2024-01-18T10:00:00
